YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug," 1,378 ",CHORIOGONADOTROPIN ALFA,Endocrine and Metabolic Drugs,Commercial, 594 ,"$232,197.50",$390.90,$168.50,$57.11,$231.27," 1,378 ",10.1%, 595 , 582 , 561 , 161 , 91 , 596 , 303 , 1.0 , 3.0 , 6.8 , 0.5 , 0.7 , 0.3 ,$126.51,$122.27,$54.78,"$168,482.35",$30.43,$46.24,$56.08,"$63,715.15",$152.15,$168.50,$49.55,"$232,197.50",0.0042%,,,,,100.0%,0.0%,88.8%,8.1%,1.6%,1.5%
2018,Drug, 784 ,CHORIONIC GONADOTROPIN,Endocrine and Metabolic Drugs,Commercial, 534 ,"$175,593.71",$328.83,$223.97,$24.56,$165.19, 784 ,-17.0%, 658 , 615 , 502 , 256 , 114 , 716 ," 1,181 ", 1.0 , 9.1 , 12.1 , 1.0 , 1.4 , 1.0 ,$111.31,$157.89,$164.29,"$123,783.55",$52.05,$66.08,$66.21,"$51,810.16",$222.62,$223.97,$170.28,"$175,593.71",0.0032%,1.4%,93.5%,5.1%,0.0%,84.9%,15.1%,75.1%,10.1%,6.3%,8.5%
2018,Drug, 440 ,CICLESONIDE,Respiratory Agents,Commercial, 94 ,"$201,862.68","$2,147.48",$458.78,$12.38,$41.12, 440 ,20.6%, 621 , 273 , 339 , 406 , 224 , 826 , 119 , 30.0 , 37.1 , 23.3 , 6.1 , 11.2 , 7.8 ,$247.54,$354.76,$312.28,"$156,095.34",$60.00,$103.85,$145.69,"$45,695.57",$262.75,$458.78,$298.71,"$201,862.68",0.0036%,9.8%,14.8%,64.5%,10.9%,66.1%,33.9%,78.4%,9.8%,6.8%,5.0%
2018,Drug, 202 ,CICLESONIDE,Respiratory Agents,Medicare, 46 ,"$82,957.96","$1,803.43",$410.68,$12.31,$41.10, 202 ,18.2%, 771 , 299 , 325 , 365 , 194 , 957 , 85 , 30.0 , 33.4 , 20.2 , 6.0 , 10.0 , 7.3 ,$187.89,$276.99,$220.80,"$55,952.13",$95.00,$133.69,$133.19,"$27,005.83",$278.40,$410.68,$262.45,"$82,957.96",0.0015%,,,,,73.8%,26.2%,49.5%,17.8%,18.8%,13.9%
2018,Drug, 50 ,CICLESONIDE (NASAL),Respiratory Agents,Commercial, 21 ,"$17,487.50",$832.74,$349.75,$7.81,$18.86, 50 ,1.9%," 1,071 ", 431 , 400 , 505 , 314 ," 1,255 ", 610 , 30.0 , 44.8 , 22.4 , 13.0 , 18.5 , 14.1 ,$196.71,$218.98,$221.83,"$10,949.21",$90.29,$130.77,$135.98,"$6,538.29",$268.57,$349.75,$191.96,"$17,487.50",0.0003%,,,,,,,,,,
2018,Drug, 60 ,CICLESONIDE (NASAL),Respiratory Agents,Minnesota Health Care Programs, 24 ,"$16,022.34",$667.60,$267.04,$8.88,$21.92, 60 ,10.0%, 909 , 340 , 307 , 372 , 213 ," 1,078 ", 246 , 30.0 , 30.1 , 0.5 , 12.0 , 12.2 , 0.4 ,$264.76,$247.06,$60.33,"$14,823.69",$0.00,$2.13,$4.01,$127.64,$266.10,$267.04,$5.40,"$16,022.34",0.0003%,,,,,56.7%,43.3%,,,,
2018,Drug," 4,005 ",CICLOPIROX,Topical Products,Commercial," 2,641 ","$110,628.98",$41.89,$27.62,$0.93,$1.93," 4,005 ",-14.9%, 754 ," 1,106 "," 1,015 "," 1,012 ", 711 , 406 ," 1,152 ", 30.0 , 29.8 , 13.3 , 6.6 , 14.3 , 28.8 ,$9.45,$14.53,$20.17,"$58,187.85",$10.00,$12.88,$11.37,"$51,578.82",$22.57,$27.62,$22.31,"$110,628.98",0.0020%,3.4%,24.5%,59.3%,12.8%,58.2%,41.8%,72.5%,11.5%,8.3%,7.7%
2018,Drug," 3,490 ",CICLOPIROX,Topical Products,Medicare," 1,978 ","$120,248.29",$60.79,$34.46,$1.19,$2.67," 3,490 ",-9.5%, 707 , 974 , 867 , 852 , 576 , 434 , 983 , 30.0 , 29.0 , 14.3 , 7.0 , 12.9 , 24.1 ,$11.82,$16.31,$24.01,"$56,911.76",$12.17,$17.85,$17.52,"$62,294.96",$30.61,$34.46,$24.01,"$120,248.29",0.0022%,0.0%,6.1%,13.0%,80.9%,61.7%,38.3%,65.9%,9.1%,12.1%,13.0%
2018,Drug," 1,720 ",CICLOPIROX,Topical Products,Minnesota Health Care Programs," 1,039 ","$58,799.40",$56.59,$34.19,$1.25,$3.02," 1,720 ",-7.0%, 688 , 834 , 696 , 755 , 492 , 513 , 857 , 30.0 , 27.4 , 6.2 , 7.0 , 11.3 , 20.8 ,$22.87,$32.27,$55.44,"$55,510.97",$0.00,$1.41,$4.60,"$2,426.01",$23.07,$34.19,$55.32,"$58,799.40",0.0011%,6.8%,34.4%,53.8%,5.0%,59.5%,40.5%,71.8%,8.4%,8.0%,11.9%
2018,Drug," 1,610 ",CICLOPIROX OLAMINE,Topical Products,Commercial," 1,063 ","$45,136.41",$42.46,$28.04,$1.21,$0.53," 1,610 ",1.4%, 924 ," 1,105 "," 1,011 ", 944 , 986 , 572 , 627 , 21.0 , 23.2 , 13.3 , 30.0 , 53.4 , 33.8 ,$8.29,$15.49,$19.74,"$24,935.59",$10.00,$11.87,$11.77,"$19,112.65",$19.09,$28.04,$21.49,"$45,136.41",0.0008%,6.3%,25.0%,52.0%,16.8%,46.1%,53.9%,67.5%,11.4%,11.8%,9.3%
2018,Drug," 2,171 ",CICLOPIROX OLAMINE,Topical Products,Medicare," 1,161 ","$81,772.53",$70.43,$37.67,$1.57,$0.73," 2,171 ",13.0%, 772 , 949 , 848 , 787 , 810 , 524 , 137 , 21.0 , 24.0 , 15.7 , 30.0 , 51.7 , 34.1 ,$18.98,$25.23,$25.52,"$54,784.39",$4.00,$12.06,$17.33,"$26,183.40",$30.01,$37.67,$26.14,"$81,772.53",0.0015%,0.0%,3.3%,20.2%,76.5%,48.5%,51.5%,56.1%,8.3%,20.2%,15.3%
2018,Drug, 827 ,CICLOPIROX OLAMINE,Topical Products,Minnesota Health Care Programs, 510 ,"$18,145.74",$35.58,$21.94,$1.05,$0.47, 827 ,-4.2%, 890 , 936 , 803 , 805 , 828 , 645 , 778 , 21.0 , 20.9 , 8.5 , 30.0 , 47.0 , 26.9 ,$14.86,$20.87,$17.29,"$17,261.84",$0.00,$0.90,$1.73,$745.48,$15.37,$21.94,$17.36,"$18,145.74",0.0003%,16.7%,38.1%,43.0%,2.2%,49.1%,50.9%,62.0%,6.0%,21.9%,10.0%
2018,Drug," 1,157 ",CILOSTAZOL,Hematological Agents,Commercial, 323 ,"$35,703.24",$110.54,$30.86,$0.55,$0.25," 1,157 ",6.4%, 962 , 883 , 983 ," 1,132 "," 1,125 ", 621 , 422 , 30.0 , 56.5 , 30.4 , 90.0 , 121.2 , 80.6 ,$7.62,$16.15,$23.07,"$18,682.10",$10.00,$13.68,$13.24,"$15,827.98",$21.78,$30.86,$27.00,"$35,703.24",0.0006%,,,,,38.0%,62.0%,60.8%,13.2%,13.5%,12.5%
2018,Drug," 6,648 ",CILOSTAZOL,Hematological Agents,Medicare," 1,505 ","$173,632.52",$115.37,$26.12,$0.48,$0.24," 6,648 ",3.8%, 646 , 837 , 930 ," 1,055 "," 1,022 ", 326 , 428 , 30.0 , 54.1 , 30.9 , 60.0 , 107.6 , 68.3 ,$10.01,$14.23,$15.81,"$94,584.00",$6.40,$11.62,$17.04,"$77,274.37",$20.45,$26.12,$21.07,"$173,632.52",0.0031%,0.0%,0.2%,10.2%,89.6%,44.7%,55.3%,52.6%,10.8%,14.7%,21.9%
2018,Drug, 975 ,CILOSTAZOL,Hematological Agents,Minnesota Health Care Programs, 172 ,"$18,261.32",$106.17,$18.73,$0.64,$0.32, 975 ,17.0%, 886 , 684 , 847 , 935 , 896 , 615 , 145 , 30.0 , 29.4 , 5.9 , 60.0 , 58.4 , 14.7 ,$12.77,$17.62,$13.03,"$17,179.86",$0.00,$1.04,$1.88,"$1,016.94",$12.89,$18.73,$13.20,"$18,261.32",0.0003%,0.0%,3.5%,91.3%,5.2%,30.6%,69.4%,68.9%,5.9%,8.1%,17.0%
2018,Drug," 1,000 ",CIMETIDINE,Gastrointestinal Products,Commercial, 450 ,"$54,487.26",$121.08,$54.49,$1.22,$0.66," 1,000 ",-8.0%, 891 , 851 , 832 , 941 , 924 , 654 ," 1,003 ", 30.0 , 44.6 , 28.3 , 60.0 , 82.8 , 63.1 ,$17.45,$34.83,$48.87,"$34,830.51",$12.00,$19.60,$23.41,"$19,600.97",$38.14,$54.49,$52.24,"$54,487.26",0.0010%,19.8%,22.0%,43.3%,14.9%,62.8%,37.2%,58.4%,12.4%,14.3%,14.9%
2018,Drug, 885 ,CIMETIDINE,Gastrointestinal Products,Medicare, 306 ,"$60,640.48",$198.17,$68.52,$1.24,$0.68, 885 ,3.1%, 824 , 712 , 698 , 842 , 827 , 689 , 472 , 30.0 , 55.3 , 31.5 , 90.0 , 100.4 , 74.8 ,$34.80,$44.66,$46.81,"$39,524.18",$10.72,$23.69,$35.47,"$20,965.77",$56.00,$68.52,$51.41,"$60,640.48",0.0011%,0.0%,6.7%,7.3%,86.0%,67.1%,32.9%,61.4%,12.0%,13.3%,13.3%
2018,Drug, 516 ,CIMETIDINE,Gastrointestinal Products,Minnesota Health Care Programs, 213 ,"$18,802.70",$88.28,$36.44,$1.31,$0.67, 516 ,-7.5%, 878 , 727 , 675 , 739 , 735 , 725 , 869 , 30.0 , 27.9 , 6.8 , 56.0 , 54.4 , 32.7 ,$34.20,$34.83,$32.31,"$17,973.49",$0.00,$0.63,$2.03,$326.59,$35.01,$36.44,$32.34,"$18,802.70",0.0003%,28.3%,32.0%,37.0%,2.7%,57.8%,42.2%,39.0%,16.3%,21.3%,23.4%
2018,Drug, 129 ,CIMETIDINE HCL,Gastrointestinal Products,Commercial, 65 ,"$7,913.61",$121.75,$61.35,$1.86,$0.19, 129 ,79.0%," 1,152 ", 850 , 801 , 839 ," 1,179 "," 1,081 ", 15 , 30.0 , 32.9 , 14.1 , 240.0 , 318.9 , 245.8 ,$23.05,$37.45,$47.58,"$4,830.80",$14.00,$23.85,$25.72,"$3,076.98",$42.32,$61.35,$49.29,"$7,913.61",0.0001%,,,,,60.5%,39.5%,59.7%,20.2%,10.9%,9.3%
2018,Drug, 169 ,CIMETIDINE HCL,Gastrointestinal Products,Minnesota Health Care Programs, 100 ,"$9,030.49",$90.30,$53.43,$2.07,$0.19, 169 ,43.9%, 974 , 721 , 596 , 644 ," 1,017 ", 919 , 40 , 30.0 , 25.8 , 7.5 , 237.0 , 283.5 , 148.1 ,$23.60,$46.93,$65.74,"$7,931.14",$0.00,$0.40,$1.85,$67.65,$32.24,$53.43,$63.45,"$9,030.49",0.0002%,78.7%,14.8%,6.5%,0.0%,55.0%,45.0%,59.2%,8.9%,10.7%,21.3%
2018,Drug, 877 ,CINACALCET HCL,Endocrine and Metabolic Drugs,Commercial, 173 ,"$1,280,195.28","$7,399.97","$1,459.74",$39.46,$31.92, 877 ,-13.8%, 264 , 139 , 153 , 196 , 248 , 691 ," 1,128 ", 30.0 , 37.0 , 22.4 , 30.0 , 45.7 , 34.0 ,$829.75,"$1,264.78",$918.18,"$1,109,213.82",$15.00,$122.60,$298.58,"$107,515.98",$927.77,"$1,459.74",$969.58,"$1,280,195.28",0.0231%,0.0%,20.0%,46.2%,33.9%,53.9%,46.1%,75.5%,8.1%,5.8%,10.6%
2018,Drug," 2,867 ",CINACALCET HCL,Endocrine and Metabolic Drugs,Medicare, 459 ,"$3,793,512.25","$8,264.73","$1,323.16",$40.29,$33.32," 2,867 ",-10.5%, 135 , 128 , 137 , 179 , 212 , 469 ," 1,006 ", 30.0 , 32.8 , 20.4 , 30.0 , 39.7 , 34.8 ,$824.00,"$1,199.38","$1,180.55","$3,438,627.29",$3.70,$101.17,$207.49,"$290,050.02",$834.36,"$1,323.16","$1,213.44","$3,793,512.25",0.0686%,0.0%,6.0%,23.9%,70.1%,68.2%,31.8%,70.6%,6.0%,8.4%,14.9%
2018,Drug, 870 ,CINACALCET HCL,Endocrine and Metabolic Drugs,Minnesota Health Care Programs, 159 ,"$1,258,924.17","$7,917.76","$1,447.04",$49.28,$38.67, 870 ,17.6%, 162 , 89 , 92 , 125 , 158 , 634 , 136 , 30.0 , 29.4 , 3.3 , 30.0 , 37.4 , 17.7 ,$833.04,"$1,437.27",$926.12,"$1,250,424.43",$0.00,$1.48,$4.05,"$1,284.50",$839.03,"$1,447.04",$927.64,"$1,258,924.17",0.0228%,0.0%,33.3%,62.4%,4.3%,44.6%,55.4%,80.5%,5.3%,6.0%,8.3%
2018,Drug, 120 ,CIPROFLOXACIN,Anti-Infective Agents,Commercial, 110 ,"$18,845.98",$171.33,$157.05,$15.32,$1.41, 120 ,-4.0%," 1,060 ", 759 , 573 , 356 , 761 ," 1,095 ", 867 , 10.0 , 10.3 , 4.8 , 100.0 , 111.1 , 45.4 ,$96.84,$104.33,$83.53,"$12,519.40",$50.00,$52.72,$42.28,"$6,326.58",$145.99,$157.05,$65.80,"$18,845.98",0.0003%,,,,,60.0%,40.0%,,,,
2018,Drug, 38 ,CIPROFLOXACIN,Anti-Infective Agents,Medicare, 20 ,"$6,153.18",$307.66,$161.93,$12.21,$1.43, 38 ,-43.7%," 1,103 ", 611 , 501 , 368 , 676 ," 1,207 "," 1,185 ", 14.0 , 13.3 , 6.1 , 100.0 , 113.2 , 41.4 ,$117.35,$108.56,$67.13,"$4,125.33",$6.85,$53.20,$75.56,"$2,021.77",$157.58,$161.93,$58.85,"$6,153.18",0.0001%,,,,,,,,,,
2018,Drug, 139 ,CIPROFLOXACIN,Anti-Infective Agents,Minnesota Health Care Programs, 107 ,"$22,789.55",$212.99,$163.95,$14.58,$1.34, 139 ,-3.8%, 848 , 519 , 388 , 280 , 604 , 958 , 766 , 10.0 , 11.2 , 5.1 , 100.0 , 122.3 , 45.1 ,$143.61,$148.18,$73.40,"$20,597.01",$0.00,$0.66,$1.81,$91.71,$146.61,$163.95,$61.97,"$22,789.55",0.0004%,,,,,46.8%,53.2%,51.8%,12.2%,9.4%,26.6%
2018,Drug," 50,131 ",CIPROFLOXACIN HCL,Anti-Infective Agents,Commercial," 40,714 ","$267,645.25",$6.57,$5.34,$0.65,$0.33," 50,131 ",-4.8%, 565 ," 1,360 "," 1,312 "," 1,091 "," 1,082 ", 86 , 883 , 7.0 , 8.2 , 7.5 , 14.0 , 16.0 , 12.3 ,$0.00,$1.71,$4.86,"$85,788.60",$2.85,$3.58,$3.94,"$179,521.91",$3.74,$5.34,$6.04,"$267,645.25",0.0048%,2.4%,28.8%,52.8%,16.1%,63.4%,36.6%,61.9%,13.1%,10.3%,14.7%
2018,Drug," 71,722 ",CIPROFLOXACIN HCL,Anti-Infective Agents,Medicare," 51,111 ","$472,639.63",$9.25,$6.59,$0.80,$0.43," 71,722 ",6.1%, 464 ," 1,252 "," 1,185 ", 947 , 939 , 86 , 329 , 7.0 , 8.2 , 9.1 , 14.0 , 15.4 , 12.8 ,$0.00,$2.51,$4.82,"$179,715.83",$3.00,$4.04,$5.23,"$289,453.05",$5.00,$6.59,$6.68,"$472,639.63",0.0085%,,,,,66.9%,33.1%,51.3%,10.4%,14.7%,23.5%
2018,Drug," 20,632 ",CIPROFLOXACIN HCL,Anti-Infective Agents,Minnesota Health Care Programs," 16,841 ","$160,286.71",$9.52,$7.77,$0.97,$0.50," 20,632 ",3.9%, 496 ," 1,174 "," 1,089 ", 827 , 811 , 143 , 469 , 7.0 , 8.0 , 5.4 , 14.0 , 15.5 , 9.7 ,$3.37,$6.81,$35.62,"$140,432.78",$0.35,$0.92,$1.73,"$18,971.82",$4.19,$7.77,$35.53,"$160,286.71",0.0029%,6.3%,52.2%,39.6%,1.9%,70.9%,29.1%,56.2%,8.6%,14.8%,20.4%
2018,Drug," 5,481 ",CIPROFLOXACIN HCL (OPHTH),Topical Products,Commercial," 5,117 ","$64,744.02",$12.65,$11.81,$1.13,$2.15," 5,481 ",16.9%, 870 ," 1,283 "," 1,199 ", 962 , 695 , 352 , 156 , 7.0 , 10.4 , 7.6 , 5.0 , 5.5 , 2.0 ,$0.00,$3.54,$17.78,"$19,394.27",$7.70,$8.07,$10.45,"$44,258.53",$8.39,$11.81,$24.41,"$64,744.02",0.0012%,30.9%,37.7%,26.9%,4.5%,57.7%,42.3%,60.9%,13.1%,9.6%,16.3%
2018,Drug," 2,416 ",CIPROFLOXACIN HCL (OPHTH),Topical Products,Medicare," 1,976 ","$49,887.35",$25.25,$20.65,$1.52,$3.71," 2,416 ",22.9%, 861 ," 1,137 ", 984 , 792 , 533 , 504 , 56 , 10.0 , 13.6 , 10.4 , 5.0 , 5.6 , 2.5 ,$3.30,$12.84,$39.36,"$31,031.66",$5.00,$7.57,$20.74,"$18,293.91",$8.51,$20.65,$48.67,"$49,887.35",0.0009%,0.0%,4.2%,11.6%,84.2%,60.4%,39.6%,46.2%,7.5%,16.0%,30.3%
2018,Drug," 3,894 ",CIPROFLOXACIN HCL (OPHTH),Topical Products,Minnesota Health Care Programs," 3,533 ","$45,895.78",$12.99,$11.79,$1.07,$2.14," 3,894 ",2.6%, 735 ," 1,137 ", 977 , 796 , 540 , 379 , 514 , 8.0 , 11.0 , 6.9 , 5.0 , 5.5 , 1.9 ,$6.59,$11.01,$33.34,"$42,859.96",$0.00,$0.55,$1.41,"$2,126.40",$6.84,$11.79,$33.75,"$45,895.78",0.0008%,55.9%,27.9%,15.5%,0.7%,55.4%,44.6%,46.3%,8.9%,19.0%,25.9%
2018,Drug, 57 ,CIPROFLOXACIN HCL (OTIC),Topical Products,Commercial, 55 ,"$5,303.61",$96.43,$93.05,$10.14,$6.31, 57 ,3.7%," 1,194 ", 918 , 691 , 451 , 502 ," 1,231 ", 525 , 7.0 , 9.2 , 5.7 , 14.0 , 14.7 , 3.2 ,$78.88,$65.43,$40.37,"$3,729.64",$13.32,$27.61,$31.65,"$1,573.97",$90.82,$93.05,$29.38,"$5,303.61",0.0001%,,,,,56.1%,43.9%,,,,
2018,Drug, 38 ,CIPROFLOXACIN HCL (OTIC),Topical Products,Medicare, 29 ,"$3,755.97",$129.52,$98.84,$8.22,$6.71, 38 ,-22.9%," 1,142 ", 813 , 614 , 442 , 442 ," 1,207 "," 1,123 ", 7.0 , 12.0 , 16.6 , 14.0 , 14.7 , 3.2 ,$90.55,$71.31,$42.35,"$2,709.83",$7.00,$27.30,$46.66,"$1,037.45",$96.81,$98.84,$29.70,"$3,755.97",0.0001%,,,,,57.9%,42.1%,,,,
2018,Drug, 96 ,CIPROFLOXACIN HCL (OTIC),Topical Products,Minnesota Health Care Programs, 90 ,"$10,440.98",$116.01,$108.76,$9.16,$7.10, 96 ,10.8%, 960 , 665 , 452 , 368 , 372 ," 1,021 ", 219 , 7.0 , 11.9 , 8.2 , 14.0 , 15.3 , 4.1 ,$98.31,$105.16,$34.25,"$10,095.77",$0.00,$1.36,$4.64,$130.22,$99.47,$108.76,$29.78,"$10,440.98",0.0002%,54.2%,25.0%,20.8%,0.0%,56.3%,43.8%,,,,
2018,Drug, 14 ,"CIPROFLOXACIN,CIPROFLOXACIN HCL",Anti-Infective Agents,Commercial, 14 ,$940.17,$67.16,$67.16,$10.11,$7.40, 14 ,3.4%," 1,320 "," 1,007 ", 780 , 452 , 465 ," 1,374 ", 538 , 6.0 , 6.6 , 3.7 , 6.0 , 9.1 , 8.0 ,$17.28,$46.57,$61.85,$652.02,$13.50,$20.58,$14.30,$288.15,$41.56,$67.16,$58.56,$940.17,0.0000%,,,,,,,,,,
2018,Drug," 10,670 ","CIPROFLOXACIN,DEXAMETHASONE",Topical Products,Commercial," 8,955 ","$2,398,008.06",$267.78,$224.74,$20.88,$29.18," 10,670 ",9.5%, 163 , 660 , 500 , 283 , 259 , 254 , 317 , 9.0 , 10.8 , 5.4 , 7.5 , 7.7 , 1.2 ,$179.06,$158.46,$76.12,"$1,690,784.11",$44.03,$65.49,$74.25,"$698,830.21",$222.01,$224.74,$35.19,"$2,398,008.06",0.0433%,55.2%,19.8%,20.6%,4.3%,49.4%,50.6%,69.3%,13.6%,7.9%,9.1%
2018,Drug," 2,875 ","CIPROFLOXACIN,DEXAMETHASONE",Topical Products,Medicare," 2,200 ","$679,895.48",$309.04,$236.49,$19.24,$29.66," 2,875 ",7.9%, 390 , 610 , 432 , 263 , 226 , 466 , 253 , 10.0 , 12.3 , 7.5 , 7.5 , 8.0 , 2.3 ,$193.06,$176.30,$76.78,"$506,858.92",$30.00,$57.25,$83.43,"$164,606.94",$225.43,$236.49,$58.68,"$679,895.48",0.0123%,,,,,54.0%,46.0%,63.3%,8.4%,12.1%,16.1%
2018,Drug," 6,053 ","CIPROFLOXACIN,DEXAMETHASONE",Topical Products,Minnesota Health Care Programs," 4,833 ","$1,353,083.69",$279.97,$223.54,$19.92,$29.25," 6,053 ",8.7%, 154 , 469 , 330 , 223 , 187 , 300 , 291 , 10.0 , 11.2 , 5.4 , 7.5 , 7.6 , 0.8 ,$220.64,$204.21,$60.69,"$1,236,066.71",$0.00,$2.21,$7.01,"$13,385.65",$226.63,$223.54,$32.64,"$1,353,083.69",0.0245%,58.9%,26.6%,13.5%,1.0%,52.6%,47.4%,68.1%,7.8%,10.9%,13.2%
2018,Drug, 392 ,"CIPROFLOXACIN,HYDROCORTISONE",Topical Products,Commercial, 369 ,"$122,678.48",$332.46,$312.96,$20.19,$30.14, 392 ,10.4%, 739 , 611 , 425 , 287 , 255 , 854 , 299 , 13.0 , 15.5 , 9.9 , 10.0 , 10.4 , 7.1 ,$255.56,$248.19,$203.64,"$97,289.76",$50.00,$64.77,$74.95,"$25,388.72",$302.42,$312.96,$192.62,"$122,678.48",0.0022%,28.8%,28.6%,35.7%,6.9%,58.7%,41.3%,67.3%,10.7%,7.1%,14.8%
2018,Drug, 64 ,"CIPROFLOXACIN,HYDROCORTISONE",Topical Products,Medicare, 52 ,"$19,831.94",$381.38,$309.87,$21.37,$30.51, 64 ,7.3%, 988 , 572 , 377 , 248 , 222 ," 1,145 ", 281 , 11.5 , 14.5 , 8.6 , 10.0 , 10.2 , 1.3 ,$279.99,$253.65,$96.27,"$16,233.80",$8.35,$56.22,$115.18,"$3,598.14",$302.77,$309.87,$151.65,"$19,831.94",0.0004%,,,,,60.9%,39.1%,,,,
2018,Drug, 216 ,"CIPROFLOXACIN,HYDROCORTISONE",Topical Products,Minnesota Health Care Programs, 208 ,"$63,614.58",$305.84,$294.51,$18.70,$29.45, 216 ,4.2%, 669 , 458 , 295 , 233 , 186 , 885 , 457 , 12.0 , 15.8 , 9.4 , 10.0 , 10.0 , -   ,$302.27,$264.52,$83.76,"$57,135.32",$0.00,$4.34,$20.65,$937.27,$307.60,$294.51,$40.73,"$63,614.58",0.0011%,52.3%,34.7%,13.0%,0.0%,53.2%,46.8%,58.3%,10.6%,10.2%,20.8%
2018,Drug," 217,327 ",CITALOPRAM HYDROBROMIDE,Central Nervous System Drugs,Commercial," 54,471 ","$1,812,692.11",$33.28,$8.34,$0.14,$0.13," 217,327 ",-3.5%, 203 ," 1,143 "," 1,261 "," 1,327 "," 1,246 ", 16 , 849 , 45.0 , 59.2 , 30.4 , 60.0 , 64.4 , 40.2 ,$0.00,$2.91,$18.26,"$632,047.84",$3.63,$5.35,$7.87,"$1,163,468.07",$4.91,$8.34,$21.07,"$1,812,692.11",0.0328%,5.9%,39.8%,45.6%,8.6%,69.0%,31.0%,64.8%,13.0%,9.5%,12.7%
2018,Drug," 191,632 ",CITALOPRAM HYDROBROMIDE,Central Nervous System Drugs,Medicare," 37,480 ","$1,662,378.82",$44.35,$8.67,$0.17,$0.16," 191,632 ",2.7%, 251 ," 1,041 "," 1,141 "," 1,211 "," 1,096 ", 26 , 492 , 30.0 , 51.6 , 31.8 , 30.0 , 55.4 , 40.7 ,$2.66,$5.21,$20.50,"$999,177.33",$1.79,$3.35,$5.99,"$642,272.76",$5.99,$8.67,$22.21,"$1,662,378.82",0.0300%,0.0%,5.2%,15.0%,79.8%,69.3%,30.7%,53.2%,9.7%,15.5%,21.6%
2018,Drug," 127,823 ",CITALOPRAM HYDROBROMIDE,Central Nervous System Drugs,Minnesota Health Care Programs," 22,812 ","$929,075.88",$40.73,$7.27,$0.24,$0.23," 127,823 ",38.7%, 204 , 905 ," 1,109 "," 1,138 ", 979 , 27 , 47 , 30.0 , 29.7 , 3.7 , 30.0 , 32.2 , 22.4 ,$3.66,$6.14,$25.88,"$785,304.30",$0.00,$0.94,$2.07,"$119,595.88",$4.49,$7.27,$26.16,"$929,075.88",0.0168%,11.1%,47.2%,40.6%,1.0%,66.2%,33.8%,55.5%,10.2%,13.8%,20.5%
2018,Drug, 205 ,"CITRIC ACID,GLUCONOLACTONE,MAGNESIUM CARBONATE",Genitourinary Products,Medicare, 41 ,"$47,427.04","$1,156.76",$231.35,$7.97,$0.20, 205 ,-1.2%, 869 , 365 , 435 , 448 ," 1,060 ", 953 , 683 , 30.0 , 29.0 , 13.6 , 900.0 ," 1,184.5 ", 767.4 ,$167.30,$185.26,$143.04,"$37,979.12",$0.00,$46.09,$81.30,"$9,447.92",$170.27,$231.35,$154.06,"$47,427.04",0.0009%,0.0%,13.2%,37.1%,49.8%,43.4%,56.6%,,,,
2018,Drug," 3,291 ",CLARITHROMYCIN,Anti-Infective Agents,Commercial," 2,704 ","$134,050.09",$49.57,$40.73,$2.54,$1.12," 3,291 ",-6.4%, 725 ," 1,077 ", 915 , 765 , 802 , 438 , 944 , 14.0 , 16.0 , 11.6 , 28.0 , 36.3 , 34.9 ,$10.99,$25.47,$48.59,"$83,829.88",$12.00,$15.14,$18.04,"$49,831.32",$24.92,$40.73,$50.17,"$134,050.09",0.0024%,9.3%,38.3%,45.6%,6.8%,59.4%,40.6%,72.0%,10.6%,8.4%,9.0%
